fid,district_name,origin_id,structure_no,latitude,longitude,pue
7665442,zombo,113517,1,2.57173016,30.86571779,
7665163,zombo,15174,1,2.57287125,30.86288404,
7665374,zombo,89610,1,2.57301285,30.86405054,
7665432,zombo,108967,1,2.57305159,30.86304815,
7665358,zombo,84903,1,2.57312168,30.86249342,
7665318,zombo,68828,1,2.5731315,30.86271783,
7665252,zombo,47484,1,2.57318171,30.86323926,
7665372,zombo,88267,1,2.57335677,30.86401948,
7665525,zombo,150710,1,2.57335841,30.86426525,
7665454,zombo,118724,1,2.57337964,30.86682065,
7665377,zombo,90791,1,2.57341591,30.86322485,
7665213,zombo,32878,1,2.57353185,30.86646166,
7665217,zombo,34103,1,2.57382697,30.86627537,
7665524,zombo,150441,1,2.57416281,30.86651831,
7665366,zombo,87056,1,2.57453161,30.86366681,
7665543,zombo,156316,1,2.57356515,30.86386756,
7665589,zombo,167978,1,2.57327023,30.86611955,
7665978,zombo,83472,4,2.57491034,30.86331621,
7665985,zombo,112960,4,2.57290628,30.86374497,
7666092,zombo,64552,4,2.57397433,30.86698728,
7666120,zombo,2190,4,2.57319919,30.86636242,
7666236,zombo,133251,3,2.57426266,30.86286084,
7666294,zombo,3700,3,2.57423039,30.86345291,
7666429,zombo,28070,2,2.57501891,30.86313614,
7666503,zombo,48941,3,2.57497899,30.86261981,
7666512,zombo,95058,2,2.57473358,30.86308225,
7666517,zombo,33193,3,2.57278662,30.8630947,
7666614,zombo,135401,3,2.57529282,30.86326638,
7666629,zombo,73343,2,2.57396507,30.8641644,
7666730,zombo,111348,2,2.57442939,30.86401603,
7666766,zombo,81568,1,2.57277211,30.86361697,
7666788,zombo,159438,2,2.57335379,30.86246044,
7666819,zombo,24791,2,2.5736776,30.8632422,
7666863,zombo,37138,2,2.57476904,30.86378327,
7666865,zombo,36428,2,2.57468198,30.86256688,
7666888,zombo,28816,2,2.5710275,30.86577478,
7666942,zombo,159490,2,2.57298246,30.86672226,
7666999,zombo,156698,2,2.57422325,30.86683275,
7665554,zombo,159153,1,2.58019265,30.86648533,
7666042,zombo,151784,4,2.57981655,30.8666846,
7665548,zombo,157000,1,2.58025298,30.86677338,
7666260,zombo,116926,3,2.58221034,30.86706683,
7665384,zombo,94154,1,2.58035445,30.86710505,
7666580,zombo,161776,2,2.57970764,30.86715261,
7666266,zombo,42298,2,2.57921838,30.86720308,
7666195,zombo,19141,4,2.5807212,30.86726751,
7665662,zombo,75289,8,2.5794733,30.86727821,
7665578,zombo,164677,1,2.5812618,30.867281,
7666495,zombo,99943,1,2.58082279,30.86742685,
7666118,zombo,149594,4,2.58063151,30.86748056,
7665692,zombo,160775,6,2.57944591,30.86752079,
7666159,zombo,11764,2,2.57925808,30.86763544,
7666418,zombo,27642,3,2.57998878,30.86773772,
7665953,zombo,148495,5,2.57846544,30.86783414,
7666248,zombo,102332,1,2.57867021,30.86784702,
7666031,zombo,114886,2,2.57827249,30.8678715,
7666540,zombo,91958,3,2.57967562,30.86787659,
7665819,zombo,118056,5,2.5789348,30.86791374,
7666565,zombo,161581,3,2.58032707,30.86794181,
7666688,zombo,122060,1,2.57987961,30.86794363,
7666227,zombo,77673,3,2.57924882,30.86801406,
7666521,zombo,24533,3,2.57982241,30.86816861,
7666720,zombo,130745,2,2.57834026,30.86736015,
7666729,zombo,169701,2,2.5817983,30.86697188,
7666743,zombo,80735,1,2.57972836,30.86691459,
7666776,zombo,150207,2,2.58016256,30.86700269,
7666826,zombo,126518,2,2.58162683,30.86737303,
7666938,zombo,162986,2,2.58152026,30.86701559,
7666957,zombo,69280,2,2.5788667,30.86739473,
7667062,zombo,139596,1,2.57831551,30.86807432,
7665846,zombo,129063,1,2.57590973,30.86689219,
7665705,zombo,25214,7,2.57610929,30.86696193,
7665999,zombo,98936,3,2.57619451,30.86727966,
7665695,zombo,124191,7,2.57683271,30.86729719,
7666336,zombo,147207,1,2.57702465,30.86738382,
7666103,zombo,38126,4,2.57723463,30.86743703,
7665563,zombo,161204,1,2.57760953,30.86745298,
7666332,zombo,112057,1,2.5757828,30.86777326,
7665472,zombo,126452,1,2.57743041,30.86784164,
7665353,zombo,82268,1,2.57609069,30.86795176,
7666317,zombo,154119,3,2.5765105,30.86795388,
7666394,zombo,50511,1,2.57580519,30.86802282,
7665995,zombo,89744,4,2.57706265,30.86815564,
7665416,zombo,102293,1,2.57772774,30.86816706,
7665637,zombo,90233,9,2.57642297,30.86835904,
7665737,zombo,136658,5,2.57664872,30.86839774,
7666087,zombo,27074,4,2.57696965,30.86843079,
7665431,zombo,108422,1,2.57700829,30.86861815,
7666753,zombo,166333,2,2.57692741,30.86773504,
7667003,zombo,136206,2,2.57571503,30.86840257,
7665678,zombo,72450,7,2.57492532,30.86763661,
7665734,zombo,153750,4,2.57557268,30.86771886,
7665471,zombo,126118,1,2.56976914,30.86781916,
7665829,zombo,51440,2,2.57512426,30.86785048,
7665706,zombo,162185,1,2.57482598,30.86785985,
7665725,zombo,141709,6,2.57561431,30.8679726,
7665680,zombo,174310,7,2.57496597,30.86798247,
7665224,zombo,35998,1,2.56987154,30.86803668,
7665219,zombo,34525,1,2.57448703,30.86820974,
7665742,zombo,120911,5,2.57495804,30.86822038,
7665212,zombo,31841,1,2.57012008,30.86827749,
7665565,zombo,161475,1,2.57421991,30.86846415,
7665577,zombo,164507,1,2.57484112,30.8684865,
7665189,zombo,23374,1,2.57453019,30.86894441,
7665202,zombo,29031,1,2.57476826,30.86907521,
7665610,zombo,173789,1,2.57459728,30.86913396,
7665541,zombo,155056,1,2.57509478,30.86915911,
7665805,zombo,20468,6,2.57543075,30.86923149,
7665770,zombo,174210,6,2.57384757,30.869325,
7665796,zombo,3010,3,2.57515532,30.8694042,
7665773,zombo,43666,5,2.57457824,30.86950777,
7665635,zombo,19394,10,2.57509962,30.86959412,
7665824,zombo,163115,5,2.5755086,30.8696206,
7665650,zombo,41829,8,2.57473399,30.86965332,
7665740,zombo,42852,6,2.57296609,30.86989514,
7665897,zombo,148485,4,2.57549982,30.86817663,
7665941,zombo,72215,5,2.57405493,30.86976252,
7666000,zombo,46023,1,2.5748102,30.86943759,
7666012,zombo,55180,2,2.57517498,30.8674916,
7666019,zombo,127459,4,2.57532331,30.86872679,
7666089,zombo,120546,4,2.57473689,30.86884889,
7666119,zombo,23143,2,2.57376517,30.86959381,
7666127,zombo,123180,1,2.575203,30.8698203,
7666216,zombo,94565,1,2.57563569,30.86941441,
7666293,zombo,137894,2,2.57402988,30.86930062,
7666378,zombo,7639,1,2.57535224,30.86848863,
7666434,zombo,170506,1,2.57545031,30.86787399,
7666446,zombo,81904,3,2.57438223,30.86879414,
7666523,zombo,19648,1,2.57531337,30.86824564,
7666526,zombo,98999,2,2.57467965,30.86799754,
7666541,zombo,129373,3,2.56972433,30.8675842,
7666639,zombo,153994,2,2.57349888,30.86977186,
7666642,zombo,84378,2,2.57443071,30.86930232,
7666683,zombo,119262,1,2.57437196,30.86953536,
7666710,zombo,153682,2,2.56977258,30.86913783,
7666747,zombo,174004,2,2.57451325,30.86993182,
7666807,zombo,23329,1,2.57430502,30.8697598,
7666887,zombo,104576,1,2.57424773,30.86892254,
7666932,zombo,4223,1,2.5729078,30.86970995,
7666970,zombo,13310,2,2.57463996,30.86855471,
7665550,zombo,157365,1,2.57917304,30.8731977,
7665289,zombo,59614,1,2.57959664,30.87308764,
7665696,zombo,168668,7,2.58001606,30.8732581,
7666303,zombo,44016,3,2.58005734,30.87284303,
7665347,zombo,79814,1,2.58052246,30.87313099,
7665735,zombo,168995,6,2.58057662,30.87171181,
7666130,zombo,112472,4,2.58071246,30.87141317,
7665564,zombo,161234,1,2.58095992,30.87308409,
7665720,zombo,160154,6,2.58120006,30.8732929,
7666311,zombo,129411,3,2.58250666,30.87011939,
7665462,zombo,121119,1,2.58282627,30.87317975,
7666416,zombo,112224,3,2.58285732,30.86988148,
7665281,zombo,57622,1,2.58302247,30.86908891,
7665373,zombo,88867,1,2.58317061,30.86871378,
7666247,zombo,91281,3,2.58328371,30.87322852,
7666165,zombo,121450,4,2.58340778,30.86873644,
7665437,zombo,111950,1,2.58341936,30.86932024,
7666166,zombo,109497,2,2.58353283,30.8685845,
7665466,zombo,123935,1,2.58373364,30.8732951,
7666295,zombo,59856,3,2.58378084,30.86828672,
7666142,zombo,15526,4,2.58474167,30.86851761,
7666382,zombo,138701,3,2.58492092,30.8733403,
7665242,zombo,44519,1,2.58534984,30.87273794,
7665852,zombo,58907,3,2.58553312,30.87363494,
7665652,zombo,134867,8,2.58558155,30.87344867,
7666369,zombo,84889,1,2.58562271,30.87315238,
7665752,zombo,12395,6,2.58568996,30.86909132,
7665593,zombo,168464,1,2.58588762,30.87366028,
7665587,zombo,167502,1,2.58593555,30.87311355,
7666520,zombo,160854,3,2.58606233,30.86853913,
7665619,zombo,175884,1,2.58615108,30.87370063,
7666045,zombo,78164,1,2.5864266,30.87029032,
7666477,zombo,105768,1,2.58648273,30.87362624,
7665848,zombo,179231,5,2.586619,30.87029754,
7665601,zombo,170514,1,2.58666795,30.87056702,
7666613,zombo,163621,3,2.58070806,30.87266655,
7666669,zombo,125911,2,2.58191754,30.87311939,
7666670,zombo,124028,1,2.58492337,30.86847012,
7666679,zombo,163436,2,2.58593495,30.87341165,
7666726,zombo,156562,1,2.58361549,30.86883262,
7666740,zombo,139592,2,2.58568891,30.87288306,
7666774,zombo,174128,2,2.58548595,30.86819076,
7666805,zombo,23669,2,2.58330196,30.86891991,
7666845,zombo,43822,2,2.58460139,30.87341571,
7666853,zombo,75899,1,2.58646945,30.87011508,
7666859,zombo,32120,2,2.58675173,30.86963562,
7666882,zombo,125587,2,2.58585421,30.86845781,
7666950,zombo,15854,1,2.58073221,30.87118166,
7666956,zombo,155347,2,2.58580285,30.8682352,
7667065,zombo,43280,2,2.5839699,30.87290926,
7667086,zombo,51268,2,2.58092557,30.8709594,
7666645,zombo,73984,2,2.58729875,30.86982984,
7667073,zombo,79478,2,2.58745686,30.87114346,
7665307,zombo,64482,1,2.58773904,30.86991226,
7665893,zombo,7619,5,2.58798676,30.87125615,
7666080,zombo,114836,3,2.58822924,30.87134591,
7666762,zombo,86548,2,2.58842866,30.87111431,
7666034,zombo,26938,4,2.58844344,30.8700311,
7666919,zombo,176574,2,2.58851544,30.87053502,
7665157,zombo,11999,1,2.58856566,30.86931803,
7666094,zombo,109016,4,2.58862749,30.86958294,
7666680,zombo,173539,1,2.58871712,30.87053588,
7666827,zombo,88633,2,2.58885377,30.87124651,
7666955,zombo,10576,2,2.58896383,30.86930168,
7666301,zombo,162374,3,2.58910505,30.86883544,
7666990,zombo,124698,2,2.58917207,30.87033303,
7666983,zombo,66823,1,2.58921012,30.87089569,
7666572,zombo,142357,3,2.58960277,30.87062211,
7666589,zombo,150064,3,2.57593672,30.86947529,
7665313,zombo,66494,1,2.57606187,30.86989721,
7665265,zombo,50744,1,2.57583392,30.87000555,
7665640,zombo,158816,9,2.57599225,30.87040817,
7666267,zombo,9481,3,2.57620259,30.87067384,
7666160,zombo,18625,4,2.57759099,30.87091625,
7666524,zombo,77756,2,2.57587594,30.87116733,
7666449,zombo,15044,3,2.57631669,30.87119445,
7666282,zombo,172113,2,2.57754896,30.87122272,
7665496,zombo,132366,1,2.57604352,30.87134172,
7666516,zombo,122762,1,2.57648767,30.87136959,
7665397,zombo,98011,1,2.57701159,30.87150153,
7665832,zombo,168283,5,2.57746113,30.87157519,
7665964,zombo,43886,4,2.57667686,30.8716219,
7665661,zombo,58596,8,2.57610374,30.87170933,
7665460,zombo,121075,1,2.5773372,30.87188275,
7665930,zombo,73835,3,2.57711374,30.87188475,
7665653,zombo,31740,8,2.57695179,30.87197617,
7665762,zombo,145742,6,2.5758464,30.87199099,
7666616,zombo,90731,1,2.57610263,30.87203535,
7666358,zombo,55762,3,2.57734815,30.87214632,
7665775,zombo,107553,4,2.57704647,30.87219281,
7666453,zombo,14861,2,2.57735762,30.87234274,
7665951,zombo,8033,3,2.57702147,30.87243204,
7665754,zombo,48247,6,2.57711217,30.87272239,
7665594,zombo,168598,1,2.5762196,30.87278015,
7666345,zombo,55304,1,2.57702859,30.8729396,
7665173,zombo,19062,1,2.57677572,30.87295132,
7666116,zombo,45216,4,2.57767265,30.87298372,
7666308,zombo,169234,3,2.57688636,30.87322267,
7666582,zombo,93090,3,2.57635213,30.87331893,
7665537,zombo,153797,1,2.57710675,30.87356918,
7666611,zombo,34674,3,2.57672284,30.87357771,
7666500,zombo,144181,3,2.57609918,30.87360962,
7666750,zombo,165817,1,2.576662,30.8737585,
7666761,zombo,76970,1,2.57742668,30.87304739,
7666803,zombo,23847,2,2.57632166,30.87194294,
7666907,zombo,9392,2,2.57601361,30.87385208,
7666920,zombo,1967,1,2.57624275,30.87089553,
7666943,zombo,164598,2,2.57621875,30.87254994,
7666958,zombo,175844,2,2.57746133,30.87070682,
7666968,zombo,83420,1,2.57611237,30.8715153,
7666974,zombo,90448,1,2.5759372,30.87157336,
7667047,zombo,77227,2,2.57684356,30.87272101,
7665275,zombo,56417,1,2.57720707,30.88147843,
7666847,zombo,26336,1,2.57404298,30.87001576,
7667033,zombo,58702,2,2.57502379,30.87010348,
7666447,zombo,42757,3,2.57483835,30.8701189,
7665239,zombo,41391,1,2.57537756,30.87019906,
7665152,zombo,10976,1,2.5744832,30.87029909,
7666902,zombo,52437,2,2.57400211,30.87032457,
7666547,zombo,1013,3,2.57463495,30.87056358,
7666324,zombo,146292,3,2.57408432,30.87056856,
7666323,zombo,87768,3,2.57431506,30.8706963,
7665994,zombo,150574,4,2.57502931,30.87070405,
7666284,zombo,162612,1,2.57546621,30.87093256,
7666787,zombo,171001,2,2.57460328,30.87094378,
7665129,zombo,3804,1,2.57433943,30.87095748,
7666250,zombo,95582,3,2.57405086,30.87096075,
7665776,zombo,142600,6,2.57520254,30.87096568,
7665655,zombo,14658,8,2.57557946,30.8711631,
7666927,zombo,101334,2,2.5745238,30.8711788,
7665968,zombo,142150,4,2.57494883,30.8712829,
7665288,zombo,59304,1,2.57522223,30.87133673,
7666202,zombo,4551,2,2.57555253,30.87136237,
7666554,zombo,66309,3,2.57431951,30.87154422,
7666235,zombo,4117,1,2.57512322,30.87156773,
7665746,zombo,7443,6,2.57478691,30.87159946,
7665686,zombo,31860,7,2.57536912,30.87164301,
7665868,zombo,17477,3,2.57555617,30.87163982,
7666022,zombo,32387,2,2.57519719,30.87176454,
7666591,zombo,31863,2,2.57495393,30.87183762,
7666291,zombo,59579,2,2.5755198,30.87196273,
7666002,zombo,67283,4,2.57497732,30.87208182,
7666852,zombo,33571,2,2.57474914,30.87211678,
7665906,zombo,127293,5,2.57419357,30.87300058,
7666501,zombo,138004,2,2.57431129,30.873158,
7665611,zombo,173884,1,2.57527629,30.87321084,
7666579,zombo,75406,3,2.57533,30.87341237,
7666603,zombo,61554,3,2.57146529,30.87343335,
7666650,zombo,92892,1,2.57149188,30.87071933,
7665599,zombo,169392,1,2.57158939,30.87283196,
7666592,zombo,155853,3,2.57168989,30.87203538,
7666978,zombo,133815,1,2.57170352,30.87043006,
7665873,zombo,153182,5,2.57170641,30.87061359,
7666318,zombo,78973,2,2.57172503,30.87080338,
7666443,zombo,89097,3,2.57181296,30.87110439,
7665520,zombo,147989,1,2.5718404,30.87188177,
7665142,zombo,7461,1,2.57184604,30.87286303,
7665490,zombo,131081,1,2.57201979,30.87192972,
7666018,zombo,104240,4,2.57235149,30.87235229,
7666682,zombo,89969,2,2.57239176,30.87012515,
7666860,zombo,32097,2,2.5724473,30.87150707,
7666169,zombo,164763,3,2.57246081,30.87116779,
7665977,zombo,107921,4,2.57265901,30.87102422,
7666052,zombo,110614,4,2.57268329,30.87194554,
7665502,zombo,134136,1,2.57287401,30.87034663,
7666264,zombo,86062,3,2.57301321,30.87106355,
7666340,zombo,45325,3,2.57306452,30.87374858,
7666635,zombo,92779,1,2.57308707,30.87014854,
7666782,zombo,176673,1,2.57323372,30.87094212,
7665971,zombo,74891,4,2.57330188,30.87178414,
7666578,zombo,173240,3,2.57332536,30.87218143,
7666738,zombo,79829,2,2.57337813,30.87119017,
7665869,zombo,59465,3,2.57368369,30.8737297,
7665716,zombo,84422,7,2.57375567,30.8735037,
7666396,zombo,50627,3,2.5737692,30.87201911,
7665551,zombo,157805,1,2.57383218,30.87103458,
7665380,zombo,92227,1,2.57383551,30.8713031,
7666980,zombo,11937,1,2.57285953,30.87118374,
7666986,zombo,50750,2,2.57202391,30.87231418,
7667040,zombo,59324,2,2.5723058,30.87214388,
7667080,zombo,39105,2,2.5733366,30.87365687,
7665352,zombo,82188,1,2.57112296,30.87178995,
7665932,zombo,168,3,2.57036032,30.87183821,
7665709,zombo,19493,7,2.57050805,30.87194248,
7666473,zombo,151054,1,2.57046917,30.87213301,
7666850,zombo,34024,2,2.57074254,30.87220555,
7666799,zombo,170312,2,2.57118072,30.87223254,
7665820,zombo,131082,5,2.57137914,30.87229751,
7665348,zombo,79987,1,2.57104867,30.87248464,
7666676,zombo,164662,1,2.57062732,30.87249619,
7666829,zombo,20298,2,2.57039294,30.87251626,
7666638,zombo,174050,2,2.57125536,30.87268564,
7665715,zombo,160431,7,2.57068273,30.87272397,
7666201,zombo,47307,3,2.57047515,30.8729063,
7665656,zombo,69676,8,2.57139172,30.87315058,
7665992,zombo,125249,1,2.57118431,30.873181,
7666133,zombo,144716,4,2.57056756,30.87332022,
7666615,zombo,35458,1,2.57019159,30.87337342,
7666445,zombo,106396,2,2.57039859,30.87339785,
7665791,zombo,15226,6,2.5710137,30.87352509,
7665783,zombo,147737,6,2.57008724,30.87355119,
7665402,zombo,99474,1,2.57127497,30.87360808,
7665943,zombo,2271,2,2.57055745,30.87372437,
7665184,zombo,21516,1,2.58269337,30.87423589,
7665346,zombo,79467,1,2.58471862,30.87387195,
7665221,zombo,35207,1,2.58492349,30.87387962,
7665833,zombo,144002,5,2.58526681,30.87384861,
7665459,zombo,120743,1,2.58552133,30.87447242,
7665861,zombo,124930,5,2.58590587,30.87421101,
7665851,zombo,123227,2,2.5861506,30.87435858,
7665679,zombo,141876,7,2.58635945,30.87434015,
7665165,zombo,15953,1,2.58699847,30.87433835,
7666091,zombo,59353,4,2.58825828,30.87842833,
7666088,zombo,116468,4,2.58852881,30.87843199,
7665568,zombo,162466,1,2.58888776,30.87821733,
7665123,zombo,1930,1,2.58925105,30.877684,
7665510,zombo,137612,1,2.59073532,30.87386205,
7665500,zombo,133916,1,2.59118381,30.8770414,
7665282,zombo,57976,1,2.59142218,30.87572959,
7666016,zombo,143785,4,2.59164085,30.87531452,
7665797,zombo,157492,6,2.59165722,30.87405682,
7665569,zombo,162585,1,2.59180598,30.87487529,
7665295,zombo,61404,1,2.59186006,30.87592218,
7665116,zombo,226,1,2.59214573,30.87536016,
7666174,zombo,1076,4,2.59223667,30.87581706,
7665238,zombo,41202,1,2.5923968,30.8754558,
7666316,zombo,137156,3,2.59253814,30.87673492,
7665517,zombo,144908,1,2.59256735,30.87532318,
7666154,zombo,132849,4,2.59269639,30.87630274,
7665514,zombo,141663,1,2.59272582,30.87681296,
7665803,zombo,62270,6,2.59301518,30.87611359,
7666390,zombo,12002,3,2.59106753,30.87575084,
7666451,zombo,30605,3,2.59060174,30.87431513,
7665694,zombo,102958,7,2.58671475,30.87379171,
7666505,zombo,152497,3,2.59084002,30.87660668,
7666522,zombo,56177,3,2.59140334,30.87506661,
7666557,zombo,125825,3,2.592384,30.8771587,
7666587,zombo,118502,2,2.59190692,30.87516709,
7666633,zombo,173505,2,2.59053917,30.87487259,
7666634,zombo,172141,1,2.58690074,30.87370591,
7666684,zombo,120487,2,2.58675793,30.87453084,
7666714,zombo,112271,2,2.59041268,30.87408404,
7666806,zombo,23592,1,2.5867891,30.87397426,
7666808,zombo,74600,2,2.59013344,30.87477043,
7666828,zombo,34666,1,2.59162223,30.87511761,
7666832,zombo,179134,2,2.59224068,30.87734015,
7666835,zombo,22206,2,2.59122477,30.87684386,
7666854,zombo,148278,2,2.58517224,30.87416433,
7666988,zombo,169242,2,2.58557229,30.87417968,
7667034,zombo,60204,2,2.5855053,30.87384098,
7667057,zombo,68703,2,2.59086147,30.87693701,
7666736,zombo,143222,2,2.59001017,30.87883119,
7666333,zombo,6179,3,2.58916645,30.87898099,
7666355,zombo,6034,1,2.58949375,30.87953755,
7665949,zombo,30543,5,2.56703857,30.87868266,
7665644,zombo,37610,8,2.56704245,30.875206,
7665840,zombo,145345,1,2.5670481,30.87541476,
7665732,zombo,148467,6,2.56710547,30.87753729,
7666214,zombo,21285,4,2.56715801,30.87822902,
7665638,zombo,106974,9,2.56726142,30.87549543,
7665586,zombo,167321,1,2.56727011,30.87497044,
7665955,zombo,44125,4,2.56729416,30.87579655,
7665886,zombo,166414,5,2.56737324,30.87852624,
7666085,zombo,147820,3,2.56740461,30.87521215,
7665480,zombo,127584,1,2.56742466,30.87737159,
7665166,zombo,16313,1,2.56745089,30.87884688,
7665446,zombo,114922,1,2.56746224,30.87766618,
7666141,zombo,15606,4,2.56769844,30.87833882,
7666344,zombo,167760,3,2.5677733,30.87391627,
7665905,zombo,24837,5,2.56797851,30.87754503,
7665839,zombo,126177,5,2.56807145,30.8749481,
7665630,zombo,69301,11,2.56812844,30.87703165,
7665809,zombo,140792,2,2.56816416,30.87680302,
7666185,zombo,9178,2,2.56826947,30.87487563,
7665723,zombo,58106,6,2.56833321,30.8774607,
7665849,zombo,156915,5,2.5686349,30.87752715,
7665241,zombo,43996,1,2.56921326,30.87923614,
7666385,zombo,144230,3,2.56935851,30.87444994,
7666232,zombo,170517,3,2.56966781,30.87429416,
7665477,zombo,126902,1,2.57018056,30.87695359,
7665748,zombo,35726,3,2.57056258,30.87410458,
7665700,zombo,15911,7,2.57064022,30.87391039,
7666156,zombo,11531,2,2.57079245,30.87405305,
7666399,zombo,6493,3,2.57095691,30.8771475,
7665345,zombo,79350,1,2.57124796,30.87780587,
7666114,zombo,89480,4,2.57139349,30.8779676,
7666370,zombo,168292,3,2.57153003,30.87835576,
7666234,zombo,178465,3,2.57194479,30.87982641,
7665273,zombo,55825,1,2.5720342,30.87945174,
7666408,zombo,56999,3,2.57020728,30.87446174,
7666414,zombo,73557,3,2.56866148,30.87387524,
7666419,zombo,28557,3,2.56764274,30.87561282,
7666456,zombo,15259,3,2.56808974,30.87857118,
7666467,zombo,29965,3,2.57102795,30.87786415,
7666770,zombo,86198,2,2.56889905,30.87479923,
7666778,zombo,107264,1,2.57112342,30.87733134,
7666789,zombo,137735,1,2.57156616,30.87857763,
7666823,zombo,62205,1,2.57055005,30.8743105,
7666825,zombo,94136,2,2.5701705,30.87404141,
7666878,zombo,58358,2,2.57000242,30.87430311,
7667018,zombo,69259,2,2.57071045,30.87718389,
7665197,zombo,26539,1,2.56815418,30.87802814,
7665146,zombo,9216,1,2.56901323,30.87564464,
7665260,zombo,49552,1,2.56987351,30.87455258,
7665857,zombo,75261,5,2.57328162,30.87395933,
7666101,zombo,42628,2,2.57354453,30.87402882,
7666251,zombo,41255,1,2.57557198,30.87459639,
7665444,zombo,114790,1,2.57563653,30.87484336,
7665726,zombo,24584,6,2.57579276,30.87445901,
7665632,zombo,167219,10,2.5763102,30.87480119,
7666387,zombo,7859,3,2.57632499,30.87434097,
7665324,zombo,70341,1,2.57659512,30.87443282,
7666300,zombo,161185,3,2.57664259,30.87422878,
7665581,zombo,165310,1,2.57669451,30.87794913,
7665395,zombo,97217,1,2.5768307,30.873951,
7665190,zombo,23565,1,2.57696048,30.8745092,
7666362,zombo,175010,3,2.57708111,30.87520867,
7666239,zombo,41778,1,2.57724079,30.87396024,
7665957,zombo,81031,5,2.57746064,30.87393711,
7665497,zombo,132969,1,2.57762685,30.87498542,
7666008,zombo,34211,4,2.5778123,30.8747013,
7666196,zombo,169801,4,2.57781345,30.87419394,
7665154,zombo,11483,1,2.57821311,30.87412534,
7666066,zombo,59226,4,2.57822862,30.8746911,
7665882,zombo,24254,5,2.57875066,30.87389751,
7666392,zombo,37853,2,2.57801505,30.87427392,
7666493,zombo,22505,2,2.57761531,30.87473218,
7666553,zombo,36295,3,2.57685016,30.87499402,
7666739,zombo,81117,2,2.57692325,30.87476891,
7666755,zombo,149345,2,2.57726737,30.87494199,
7666809,zombo,148782,2,2.57739654,30.87433219,
7666885,zombo,68783,2,2.5756825,30.87393771,
7666923,zombo,950,1,2.5775727,30.87448724,
7666939,zombo,15356,1,2.57831847,30.87442731,
7666975,zombo,11701,1,2.57373508,30.87392363,
7667064,zombo,69874,1,2.57809128,30.87446983,
7665507,zombo,136057,1,2.5937909,30.87606748,
7665787,zombo,175186,6,2.59391733,30.87569401,
7666426,zombo,84836,3,2.59433364,30.87594404,
7665250,zombo,46705,1,2.59453429,30.87581289,
7665940,zombo,63488,4,2.59557616,30.87431921,
7665818,zombo,10635,5,2.59573936,30.87453129,
7666148,zombo,148517,3,2.59578865,30.8749669,
7665845,zombo,90636,3,2.59583434,30.87470592,
7665651,zombo,60564,8,2.59618768,30.87460453,
7666492,zombo,13668,3,2.59626193,30.87491502,
7666056,zombo,30756,2,2.59638395,30.87460663,
7666128,zombo,16991,3,2.59644051,30.87478439,
7666759,zombo,146780,2,2.59675645,30.87453159,
7666368,zombo,149340,3,2.59676486,30.87726922,
7666631,zombo,155315,2,2.59714449,30.87745183,
7666147,zombo,28717,1,2.5973487,30.87570367,
7665671,zombo,172404,8,2.59753375,30.87574687,
7667072,zombo,44971,1,2.59757162,30.87598073,
7665259,zombo,49438,1,2.59758519,30.87519821,
7666929,zombo,4367,2,2.59760903,30.87630656,
7665292,zombo,60073,1,2.59775517,30.8752895,
7666025,zombo,132499,4,2.59788284,30.87499648,
7666969,zombo,13330,2,2.59798035,30.87563758,
7665782,zombo,85416,6,2.59802662,30.87532531,
7666480,zombo,175519,1,2.59813392,30.87500257,
7666967,zombo,144819,1,2.59823521,30.87557566,
7666182,zombo,172608,4,2.5984221,30.87576944,
7667087,zombo,87251,1,2.59846311,30.87597208,
7666606,zombo,47230,3,2.59857089,30.87540528,
7666143,zombo,115346,1,2.598667,30.87562644,
7665747,zombo,169797,6,2.59885608,30.87567515,
7665262,zombo,49781,1,2.59892266,30.87530182,
7666995,zombo,152557,1,2.59906045,30.87547525,
7665948,zombo,172337,3,2.59909806,30.8756568,
7666110,zombo,95786,4,2.59916355,30.87474147,
7666102,zombo,104028,4,2.59933923,30.87500003,
7668064,zombo,106003,5,2.61983254,30.85181631,
7667447,zombo,144039,1,2.61997529,30.85147217,
7667423,zombo,134124,1,2.62001133,30.85101902,
7668005,zombo,52128,5,2.62013546,30.85072799,
7667650,zombo,114660,7,2.62054466,30.85246514,
7667611,zombo,150186,5,2.62055897,30.8521741,
7667552,zombo,99074,13,2.62080683,30.85221693,
7667852,zombo,75463,6,2.62222648,30.85083838,
7667195,zombo,40247,1,2.62289089,30.85193936,
7667222,zombo,52917,1,2.62294682,30.85222294,
7668171,zombo,104374,5,2.62323729,30.85172692,
7667809,zombo,77783,7,2.62434995,30.85731892,
7668076,zombo,133143,4,2.6251609,30.85681111,
7668019,zombo,166851,5,2.6252169,30.85380441,
7667369,zombo,108409,1,2.62533789,30.85304944,
7667994,zombo,58545,3,2.62545101,30.85690661,
7667906,zombo,104767,6,2.62545288,30.85665371,
7667495,zombo,162656,1,2.62555999,30.85316309,
7667831,zombo,144012,6,2.62566567,30.85678599,
7667227,zombo,55105,1,2.62920886,30.85517664,
7667405,zombo,129035,1,2.63038079,30.85316509,
7668227,zombo,129212,2,2.62045733,30.85271608,
7668235,zombo,172352,4,2.61911857,30.85216645,
7668275,zombo,114207,4,2.62253632,30.85125419,
7668301,zombo,47279,4,2.61868714,30.85197555,
7668355,zombo,174175,3,2.62451304,30.85716793,
